x_m,y_m,station_m,path_yaw_deg,curvature_1_per_m
0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.1,0.0,0.0
0.2,0.0,0.2,0.0,0.0
0.30000000000000004,0.0,0.30000000000000004,0.0,0.0
0.4,0.0,0.4,0.0,0.0
0.5,0.0,0.5,0.0,0.0
0.6000000000000001,0.0,0.6000000000000001,0.0,0.0
0.7000000000000001,0.0,0.7000000000000001,0.0,0.0
0.8,0.0,0.8,0.0,0.0
0.9,0.0,0.9,0.0,0.0
1.0,0.0,1.0,0.0,0.0
1.1,0.0,1.1,0.0,0.0
1.2000000000000002,0.0,1.2000000000000002,0.0,0.0
1.3,0.0,1.3,0.0,0.0
1.4000000000000001,0.0,1.4000000000000001,0.0,0.0
1.5,0.0,1.5,0.0,0.0
1.6,0.0,1.6,0.0,0.0
1.7000000000000002,0.0,1.7000000000000002,0.0,0.0
1.8,0.0,1.8,0.0,0.0
1.9000000000000001,0.0,1.9000000000000001,0.0,0.0
2.0,0.0,2.0,0.0,0.0
2.1,0.0,2.1,0.0,0.0
2.2,0.0,2.2,0.0,0.0
2.3000000000000003,0.0,2.3000000000000003,0.0,0.0
2.4000000000000004,0.0,2.4000000000000004,0.0,0.0
2.5,0.0,2.5,0.0,0.0
2.6,0.0,2.6,0.0,0.0
2.7,0.0,2.7,0.0,0.0
2.8000000000000003,0.0,2.8000000000000003,0.0,0.0
2.9000000000000004,0.0,2.9000000000000004,0.0,0.0
3.0,0.0,3.0,0.0,0.0
3.1,0.0,3.1,0.0,0.0
3.2,0.0,3.2,0.0,0.0
3.3000000000000003,0.0,3.3000000000000003,0.0,0.0
3.4000000000000004,0.0,3.4000000000000004,0.0,0.0
3.5,0.0,3.5,0.0,0.0
3.6,0.0,3.6,0.0,0.0
3.7,0.0,3.7,0.0,0.0
3.8000000000000003,0.0,3.8000000000000003,0.0,0.0
3.9000000000000004,0.0,3.9000000000000004,0.0,0.0
4.0,0.0,4.0,0.0,0.0
4.1000000000000005,0.0,4.1000000000000005,0.0,0.0
4.2,0.0,4.2,0.0,0.0
4.3,0.0,4.3,0.0,0.0
4.4,0.0,4.4,0.0,0.0
4.5,0.0,4.5,0.0,0.0
4.6000000000000005,0.0,4.6000000000000005,0.0,0.0
4.7,0.0,4.7,0.0,0.0
4.800000000000001,0.0,4.800000000000001,0.0,0.0
4.9,0.0,4.9,0.0,0.0
5.0,0.0,5.0,0.0,0.0
5.1000000000000005,0.0,5.1000000000000005,0.0,0.0
5.2,0.0,5.2,0.0,0.0
5.300000000000001,0.0,5.300000000000001,0.0,0.0
5.4,0.0,5.4,0.0,0.0
5.5,0.0,5.5,0.0,0.0
5.6000000000000005,0.0,5.6000000000000005,0.0,0.0
5.7,0.0,5.7,0.0,0.0
5.800000000000001,0.0,5.800000000000001,0.0,0.0
5.9,0.0,5.9,0.0,0.0
6.0,0.0,6.0,0.0,0.0
6.1000000000000005,0.0,6.1000000000000005,0.0,0.0
6.2,0.0,6.2,0.0,0.0
6.300000000000001,0.0,6.300000000000001,0.0,0.0
6.4,0.0,6.4,0.0,0.0
6.5,0.0,6.5,0.0,0.0
6.6000000000000005,0.0,6.6000000000000005,0.0,0.0
6.7,0.0,6.7,0.0,0.0
6.800000000000001,0.0,6.800000000000001,0.0,0.0
6.9,0.0,6.9,0.0,0.0
7.0,0.0,7.0,0.0,0.0
7.1000000000000005,0.0,7.1000000000000005,0.0,0.0
7.2,0.0,7.2,0.0,0.0
7.300000000000001,0.0,7.300000000000001,0.0,0.0
7.4,0.0,7.4,0.0,0.0
7.5,0.0,7.5,0.0,0.0
7.6000000000000005,0.0,7.6000000000000005,0.0,0.0
7.7,0.0,7.7,0.0,0.0
7.800000000000001,0.0,7.800000000000001,0.0,0.0
7.9,0.0,7.9,0.0,0.0
8.0,0.0,8.0,0.0,0.0
8.1,0.0,8.1,0.0,0.0
8.200000000000001,0.0,8.200000000000001,0.0,0.0
8.3,0.0,8.3,0.0,0.0
8.4,0.0,8.4,0.0,0.0
8.5,0.0,8.5,0.0,0.0
8.6,0.0,8.6,0.0,0.0
8.700000000000001,0.0,8.700000000000001,0.0,0.0
8.8,0.0,8.8,0.0,0.0
8.9,0.0,8.9,0.0,0.0
9.0,0.0,9.0,0.0,0.0
9.1,0.0,9.1,0.0,0.0
9.200000000000001,0.0,9.200000000000001,0.0,0.0
9.3,0.0,9.3,0.0,0.0
9.4,0.0,9.4,0.0,0.0
9.5,0.0,9.5,0.0,0.0
9.600000000000001,0.0,9.600000000000001,0.0,0.0
9.700000000000001,0.0,9.700000000000001,0.0,0.0
9.8,0.0,9.8,0.0,0.0
9.9,0.0,9.9,0.0,0.0
10.0,0.0,10.0,0.0,0.0
10.100000000000001,0.0,10.100000000000001,0.0,0.0
10.200000000000001,0.0,10.200000000000001,0.0,0.0
10.3,0.0,10.3,0.0,0.0
10.4,0.0,10.4,0.0,0.0
10.5,0.0,10.5,0.0,0.0
10.600000000000001,0.0,10.600000000000001,0.0,0.0
10.700000000000001,0.0,10.700000000000001,0.0,0.0
10.8,0.0,10.8,0.0,0.0
10.9,0.0,10.9,0.0,0.0
11.0,0.0,11.0,0.0,0.0
11.100000000000001,0.0,11.100000000000001,0.0,0.0
11.200000000000001,0.0,11.200000000000001,0.0,0.0
11.3,0.0,11.3,0.0,0.0
11.4,0.0,11.4,0.0,0.0
11.5,0.0,11.5,0.0,0.0
11.600000000000001,0.0,11.600000000000001,0.0,0.0
11.700000000000001,0.0,11.700000000000001,0.0,0.0
11.8,0.0,11.8,0.0,0.0
11.9,0.0,11.9,0.0,0.0
12.0,0.0,12.0,0.0,0.0
12.100000000000001,0.0,12.100000000000001,0.0,0.0
12.200000000000001,0.0,12.200000000000001,0.0,0.0
12.3,0.0,12.3,0.0,0.0
12.4,0.0,12.4,0.0,0.0
12.5,0.0,12.5,0.0,0.0
12.600000000000001,0.0,12.600000000000001,0.0,0.0
12.700000000000001,0.0,12.700000000000001,0.0,0.0
12.8,0.0,12.8,0.0,0.0
12.9,0.0,12.9,0.0,0.0
13.0,0.0,13.0,0.0,0.0
13.100000000000001,0.0,13.100000000000001,0.0,0.0
13.200000000000001,0.0,13.200000000000001,0.0,0.0
13.3,0.0,13.3,0.0,0.0
13.4,0.0,13.4,0.0,0.0
13.5,0.0,13.5,0.0,0.0
13.600000000000001,0.0,13.600000000000001,0.0,0.0
13.700000000000001,0.0,13.700000000000001,0.0,0.0
13.8,0.0,13.8,0.0,0.0
13.9,0.0,13.9,0.0,0.0
14.0,0.0,14.0,0.0,0.0
14.100000000000001,0.0,14.100000000000001,0.0,0.0
14.200000000000001,0.0,14.200000000000001,0.0,0.0
14.3,0.0,14.3,0.0,0.0
14.4,0.0,14.4,0.0,0.0
14.5,0.0,14.5,0.0,0.0
14.600000000000001,0.0,14.600000000000001,0.0,0.0
14.700000000000001,0.0,14.700000000000001,0.0,0.0
14.8,0.0,14.8,0.0,0.0
14.9,0.0,14.9,0.0,0.0
15.0,0.0,15.0,0.0,0.0
15.100000000000001,0.0,15.100000000000001,0.0,0.0
15.200000000000001,0.0,15.200000000000001,0.0,0.0
15.3,0.0,15.3,0.0,0.0
15.4,0.0,15.4,0.0,0.0
15.5,0.0,15.5,0.0,0.0
15.600000000000001,0.0,15.600000000000001,0.0,0.0
15.700000000000001,0.0,15.700000000000001,0.0,0.0
15.8,0.0,15.8,0.0,0.0
15.9,0.0,15.9,0.0,0.0
16.0,0.0,16.0,0.0,0.0
16.1,0.0,16.1,0.0,0.0
16.2,0.0,16.2,0.0,0.0
16.3,0.0,16.3,0.0,0.0
16.400000000000002,0.0,16.400000000000002,0.0,0.0
16.5,0.0,16.5,0.0,0.0
16.6,0.0,16.6,0.0,0.0
16.7,0.0,16.7,0.0,0.0
16.8,0.0,16.8,0.0,0.0
16.900000000000002,0.0,16.900000000000002,0.0,0.0
17.0,0.0,17.0,0.0,0.0
17.1,0.0,17.1,0.0,0.0
17.2,0.0,17.2,0.0,0.0
17.3,0.0,17.3,0.0,0.0
17.400000000000002,0.0,17.400000000000002,0.0,0.0
17.5,0.0,17.5,0.0,0.0
17.6,0.0,17.6,0.0,0.0
17.7,0.0,17.7,0.0,0.0
17.8,0.0,17.8,0.0,0.0
17.900000000000002,0.0,17.900000000000002,0.0,0.0
18.0,0.0,18.0,0.0,0.0
18.1,0.0,18.1,0.0,0.0
18.2,0.0,18.2,0.0,0.0
18.3,0.0,18.3,0.0,0.0
18.400000000000002,0.0,18.400000000000002,0.0,0.0
18.5,0.0,18.5,0.0,0.0
18.6,0.0,18.6,0.0,0.0
18.7,0.0,18.7,0.0,0.0
18.8,0.0,18.8,0.0,0.0
18.900000000000002,0.0,18.900000000000002,0.0,0.0
19.0,0.0,19.0,0.0,0.0
19.1,0.0,19.1,0.0,0.0
19.200000000000003,0.0,19.200000000000003,0.0,0.0
19.3,0.0,19.3,0.0,0.0
19.400000000000002,0.0,19.400000000000002,0.0,0.0
19.5,0.0,19.5,0.0,0.0
19.6,0.0,19.6,0.0,0.0
19.700000000000003,0.0,19.700000000000003,0.0,0.0
19.8,0.0,19.8,0.0,0.0
19.900000000000002,0.0,19.900000000000002,0.0,0.0
20.0,0.0,20.0,0.0,0.0
20.1,0.0,20.1,0.0,0.0
20.200000000000003,0.0,20.200000000000003,0.0,0.0
20.3,0.0,20.3,0.0,0.0
20.400000000000002,0.0,20.400000000000002,0.0,0.0
20.5,0.0,20.5,0.0,0.0
20.6,0.0,20.6,0.0,0.0
20.700000000000003,0.0,20.700000000000003,0.0,0.0
20.8,0.0,20.8,0.0,0.0
20.900000000000002,0.0,20.900000000000002,0.0,0.0
21.0,0.0,21.0,0.0,0.0
21.1,0.0,21.1,0.0,0.0
21.200000000000003,0.0,21.200000000000003,0.0,0.0
21.3,0.0,21.3,0.0,0.0
21.400000000000002,0.0,21.400000000000002,0.0,0.0
21.5,0.0,21.5,0.0,0.0
21.6,0.0,21.6,0.0,0.0
21.700000000000003,0.0,21.700000000000003,0.0,0.0
21.8,0.0,21.8,0.0,0.0
21.900000000000002,0.0,21.900000000000002,0.0,0.0
22.0,0.0,22.0,0.0,0.0
22.1,0.0,22.1,0.0,0.0
22.200000000000003,0.0,22.200000000000003,0.0,0.0
22.3,0.0,22.3,0.0,0.0
22.400000000000002,0.0,22.400000000000002,0.0,0.0
22.5,0.0,22.5,0.0,0.0
22.6,0.0,22.6,0.0,0.0
22.700000000000003,0.0,22.700000000000003,0.0,0.0
22.8,0.0,22.8,0.0,0.0
22.900000000000002,0.0,22.900000000000002,0.0,0.0
23.0,0.0,23.0,0.0,0.0
23.1,0.0,23.1,0.0,0.0
23.200000000000003,0.0,23.200000000000003,0.0,0.0
23.3,0.0,23.3,0.0,0.0
23.400000000000002,0.0,23.400000000000002,0.0,0.0
23.5,0.0,23.5,0.0,0.0
23.6,0.0,23.6,0.0,0.0
23.700000000000003,0.0,23.700000000000003,0.0,0.0
23.8,0.0,23.8,0.0,0.0
23.900000000000002,0.0,23.900000000000002,0.0,0.0
24.0,0.0,24.0,0.0,0.0
24.1,0.0,24.1,0.0,0.0
24.200000000000003,0.0,24.200000000000003,0.0,0.0
24.3,0.0,24.3,0.0,0.0
24.400000000000002,0.0,24.400000000000002,0.0,0.0
24.5,0.0,24.5,0.0,0.0
24.6,0.0,24.6,0.0,0.0
24.700000000000003,0.0,24.700000000000003,0.0,0.0
24.8,0.0,24.8,0.0,0.0
24.900000000000002,0.0,24.900000000000002,0.0,0.0
25.0,0.0,25.0,0.0,0.0
25.1,0.0,25.1,0.0,0.0
25.200000000000003,0.0,25.200000000000003,0.0,0.0
25.3,0.0,25.3,0.0,0.0
25.400000000000002,0.0,25.400000000000002,0.0,0.0
25.5,0.0,25.5,0.0,0.0
25.6,0.0,25.6,0.0,0.0
25.700000000000003,0.0,25.700000000000003,0.0,0.0
25.8,0.0,25.8,0.0,0.0
25.900000000000002,0.0,25.900000000000002,0.0,0.0
26.0,0.0,26.0,0.0,0.0
26.1,0.0,26.1,0.0,0.0
26.200000000000003,0.0,26.200000000000003,0.0,0.0
26.3,0.0,26.3,0.0,0.0
26.400000000000002,0.0,26.400000000000002,0.0,0.0
26.5,0.0,26.5,0.0,0.0
26.6,0.0,26.6,0.0,0.0
26.700000000000003,0.0,26.700000000000003,0.0,0.0
26.8,0.0,26.8,0.0,0.0
26.900000000000002,0.0,26.900000000000002,0.0,0.0
27.0,0.0,27.0,0.0,0.0
27.1,0.0,27.1,0.0,0.0
27.200000000000003,0.0,27.200000000000003,0.0,0.0
27.3,0.0,27.3,0.0,0.0
27.400000000000002,0.0,27.400000000000002,0.0,0.0
27.5,0.0,27.5,0.0,0.0
27.6,0.0,27.6,0.0,0.0
27.700000000000003,0.0,27.700000000000003,0.0,0.0
27.8,0.0,27.8,0.0,0.0
27.900000000000002,0.0,27.900000000000002,0.0,0.0
28.0,0.0,28.0,0.0,0.0
28.1,0.0,28.1,0.0,0.0
28.200000000000003,0.0,28.200000000000003,0.0,0.0
28.3,0.0,28.3,0.0,0.0
28.400000000000002,0.0,28.400000000000002,0.0,0.0
28.5,0.0,28.5,0.0,0.0
28.6,0.0,28.6,0.0,0.0
28.700000000000003,0.0,28.700000000000003,0.0,0.0
28.8,0.0,28.8,0.0,0.0
28.900000000000002,0.0,28.900000000000002,0.0,0.0
29.0,0.0,29.0,0.0,0.0
29.1,0.0,29.1,0.0,0.0
29.200000000000003,0.0,29.200000000000003,0.0,0.0
29.3,0.0,29.3,0.0,0.0
29.400000000000002,0.0,29.400000000000002,0.0,0.0
29.5,0.0,29.5,0.0,0.0
29.6,0.0,29.6,0.0,0.0
29.700000000000003,0.0,29.700000000000003,0.0,0.0
29.8,0.0,29.8,0.0,0.0
29.900000000000002,0.0,29.900000000000002,0.0,3.2245586419307645e-05
30.0,0.0,30.0,0.0003695072019501241,0.00025667357999479103
30.1,1.2898234567901785e-06,30.10000000000832,0.002941262569548547,0.0007974363165305389
30.200000000000003,1.0266943209876981e-05,30.20000000041126,0.00950745431003524,0.001519466557417349
30.3,3.447710000000025e-05,30.300000003341918,0.020353067138197258,0.002258717946999099
30.400000000000002,8.131255308642103e-05,30.400000014309718,0.03539045754030367,0.0029827238953301664
30.5,0.00015801311728395062,30.500000043724594,0.05453257292774408,0.003691586971439941
30.6,0.000271667200000002,30.600000108310827,0.07769294946977105,0.004385409122548687
30.700000000000003,0.00042921283827161,30.700000232413892,0.10478570951130337,0.005064291576226566
30.8,0.0006374387358024706,30.800000449203775,0.13572555865813368,0.005728334763309504
30.900000000000002,0.0009029853000000063,30.900000801778045,0.17042778260575736,0.0063776382600103255
31.0,0.0012323456790123456,31.000001344167867,0.20880824378218682,0.007012300747729485
31.1,0.0016318667987654388,31.100002142250307,0.2507833778695741,0.007632419989141062
31.200000000000003,0.002107750400000015,31.20000327456991,0.2962701902640717,0.008238092819192997
31.3,0.0026660540753086458,31.30000483307273,0.34518625252834045,0.008829415149720455
31.400000000000002,0.003312692306172854,31.400006923755885,0.3974496988862156,0.009406481986437936
31.5,0.004053437500000001,31.50000966723546,0.4529792228044193,0.009969387457130004
31.6,0.0048939210271605055,31.600013199235885,0.5116940737018688,0.010518224849916526
31.700000000000003,0.0058396342580247194,31.70001767100348,0.5735140538228138,0.011053086660524597
31.8,0.0068959296000000074,31.80002324964712,0.6383595153061928,0.011574064647551924
31.900000000000002,0.008068021534567928,31.900030118408736,0.7061513574797154,0.012081249894755008
32.0,0.009360987654320987,32.00003847686635,0.7768110244035751,0.012574732879444918
32.1,0.010779769700000021,32.100048541072375,0.8502605026853838,0.013054603546118843
32.2,0.012329174597530912,32.20006054362975,0.9264223195845223,0.013520951384504654
32.300000000000004,0.014013875495061808,32.300074733708534,1.0052195414212053,0.01397386551123718
32.4,0.01583841279999997,32.40009137700542,1.086575772302544,0.014413434754418794
32.5,0.01780719521604938,32.50011075564877,1.1704151531751785,0.014839747740376025
32.6,0.01992450078024694,32.60013316805145,1.2566623612114693,0.01525289298194546
32.7,0.022194477900000068,32.70015892871401,1.345242609533863,0.01565295896766665
32.800000000000004,0.024621146390123565,32.80018836798047,1.4360816472796323,0.01604003425130507
32.9,0.02720839850987651,32.900221831749,1.5291057600061668,0.01641420754114109
33.0,0.029960000000000007,33.00025968113992,1.6242417704348917,0.01677556778852618
33.1,0.032879591119753124,33.100302292122976,1.7214170395300532,0.01712420427521641
33.2,0.035970687683950696,33.20035005510631,1.8205594679068562,0.017460206699036473
33.300000000000004,0.03923668210000014,33.30040337448916,1.9215974975617847,0.017783665257462333
33.4,0.04268084440493823,33.40046266818035,2.0244601139164895,0.01809467072873558
33.5,0.04630632330246914,33.500528367084804,2.12907684816522,0.01839331455015203
33.6,0.05011614720000005,33.60060091455978,2.2353777799143293,0.01867968889319943
33.7,0.054113225245679124,33.70068076584316,2.3432935401015755,0.018953886735256165
33.800000000000004,0.058300348365432283,33.80076838745553,2.4527553141815783,0.019216001927577442
33.9,0.06268019029999994,33.90086425657794,2.5636948455629915,0.019466129259326198
34.0,0.06725530864197532,34.00096886040735,2.6760444392820366,0.019704364517434708
34.1,0.07202814587283958,34.10108269549138,2.789736965896302,0.01993080454211793
34.2,0.07700103040000014,34.20120626704434,2.9047058655821774,0.020145547277862885
34.300000000000004,0.0821761775938274,34.301340088246164,3.020885152418498,0.02034869181976673
34.4,0.08755569082469128,34.40148467952597,3.1382094188388274,0.020540338455104168
34.5,0.09314156249999998,34.50164056783202,3.2566138402341087,0.020720588700027187
34.6,0.09893567510123465,34.60180828588947,3.3760341796872124,0.02088954533134474
34.7,0.10493980222098784,34.70198837144778,3.4964067928209723,0.02104731241332719
34.800000000000004,0.11115560960000026,34.802181366519164,3.6176686327407785,0.021193995319501113
34.9,0.1175846561641974,34.90238781660958,3.7397572550528575,0.021329700749426528
35.0,0.12422839506172836,35.00260826994391,3.862610822939463,0.021454536740504293
35.1,0.13108817470000006,35.1028432766865,3.986168112272395,0.02156861267481519
35.2,0.13816523978271622,35.203093388158685,4.110368516746054,0.02167203928102629
35.300000000000004,0.1454607323469139,35.30335915605458,4.235152053011734,0.02176492863147239
35.4,0.15297569279999992,35.403641131656435,4.360459365795114,0.021847394134483833
35.5,0.1607110609567901,35.50393986505084,4.48623173297928,0.02191955052203226
35.6,0.1686676770765433,35.60425590434704,4.612411070635521,0.02198151383281627
35.7,0.17684628290000023,35.70458979489862,4.738939937985304,0.022033401390970653
35.800000000000004,0.18524752268642009,35.80494207852958,4.865761542277163,0.02207533178045168
35.9,0.1938719442506172,35.90531329276611,4.992819743561866,0.0221074248152886
36.0,0.20272,36.00570397007503,5.1200590593513,0.02212980150589161
36.1,0.21179204797160509,36.10611463710996,5.247424669145788,0.022142584021523803
36.2,0.22108835286913606,36.206545813966294,5.374862418815867,0.022145895649182512
36.300000000000004,0.2306090871000004,36.30699801344592,5.502318824825374,0.022139860749017415
36.4,0.24035433181234558,36.40747174033262,5.62974107828237,0.022124604706539985
36.5,0.25032407793209877,36.50796749067905,5.757077048807027,0.022100253881803478
36.6,0.2605182272000001,36.60848575110618,5.884275288204055,0.022066935555686507
36.7,0.2709365932086423,36.709026998116,6.011285033929626,0.02202477787363355
36.800000000000004,0.2815789024395066,36.80959169741832,6.138056212343457,0.02197390978697944
36.9,0.29244479529999984,36.910180303272334,6.264539441736532,0.021914460992035534
37.0,0.3035338271604939,37.010793257843815,6.390686035126403,0.021846561867261416
37.1,0.3148454693913582,37.111430990578405,6.516448002813176,0.02177034340867645
37.2,0.32637911040000034,37.212093917591865,6.64177805468911,0.02168593716370759
37.300000000000004,0.33813405666790175,37.31278244107772,6.766629602296308,0.021593475163783182
37.4,0.3501095337876541,37.413496948733,6.890956760627917,0.021493089855792902
37.5,0.3623046875,37.51423781320253,7.014714349668048,0.021384914032698155
37.6,0.37471858473086417,37.61500539154228,7.137857895667904,0.021269080763468895
37.7,0.3873502146283954,37.71580002470233,7.260343632154718,0.021145723322556376
37.800000000000004,0.4001984896000005,37.81662203702973,7.382128500672521,0.02101497511917505
37.9,0.41326224634938263,37.91747173579183,7.503170151253518,0.020876969626491104
38.0,0.4265402469135802,38.01834941072034,7.623426942619525,0.0207318403109501
38.1,0.4400311797000004,38.119255333576476,7.742857942114012,0.020579720562014958
38.2,0.45373366052345715,38.2201897577375,7.861422925366674,0.020420743622427295
38.300000000000004,0.4676462336432103,38.32115291780499,7.97908237569162,0.0202550425190684
38.400000000000006,0.4817673728000008,38.42214502923497,8.095797483221205,0.020082749994861038
38.5,0.4960954822530863,38.523166287990236,8.211530143781037,0.01990399844165258
38.6,0.5106288978172844,38.624216870214994,8.326242957506917,0.019718919834284532
38.7,0.5253658879000004,38.72529693193192,8.439899227210837,0.019527645666062132
38.800000000000004,0.5403046545382724,38.82640660876195,8.552462956498898,0.019330306885645188
38.900000000000006,0.5554433344358034,38.92754601566668,8.663898847647813,0.019127033835743323
39.0,0.5707799999999998,39.02871524671361,8.774172299246802,0.018917956193410745
39.1,0.5863126603790126,39.12991437486425,8.88324940360879,0.018703202912260464
39.2,0.6020392624987658,39.23114345178503,8.991096943960875,0.018482902166813253
39.300000000000004,0.6179576921000007,39.33240250768113,9.097682391420102,0.01825718129874765
39.400000000000006,0.6340657747753097,39.43369155115314,9.20297390176152,0.01802616676547819
39.5,0.6503612770061727,39.535010569076505,9.306940311989075,0.01778998409096677
